instance_id,error_code,severity_level,severity_name,subsystem_code,subsystem_name,mid,fault_category,machine,operation_code,run_id,title,primary_param,primary_param_name,primary_param_unit,primary_value,normal_min,normal_max,critical_min,critical_max,all_pvalues_json,recommended_action,related_codes,real_x_rms,real_y_rms,real_z_rms,real_crest,real_kurtosis,source,complaint_case_id
52,VIB-MJ-001,2,MAJOR,VIB,Vibration Monitoring,144,spindle_bearing_fault,M01,OP10,M01_Aug_2021_OP10_000,Vibration — ISO Zone C — Major Alert,P060,X-Axis Vibration RMS,mm/s,7.366,0.0,4.5,0.0,11.2,"{""P060"": 7.366, ""P061"": 1.906, ""P062"": 1.245, ""P063"": 1.012, ""P001"": 6191.842, ""P002"": 54.155}",Stop current operation. Machine must be inspected before resuming production.,VIB-CR-001|SPN-MJ-002|VIB-SR-001,442.489,297.652,1070.039,5.144,8.164,bosch_real_fault,CMP-2021-1022
53,SPN-MJ-002,2,MAJOR,SPN,Spindle Drive System,128,spindle_bearing_fault,M01,OP10,M01_Feb_2019_OP10_000,Spindle Bearing Vibration — Major Threshold Exceeded,P004,Spindle Bearing Vibration,mm/s,8.068,0.0,4.5,0.0,11.2,"{""P004"": 8.068, ""P063"": 3.47, ""P064"": 3.902, ""P001"": 983.804, ""P002"": 80.329}",Stop current operation. Machine must be inspected before resuming production.,SPN-CR-001|VIB-MN-061|SPN-SR-003,441.66,283.681,1113.766,4.746,8.046,bosch_real_fault,CMP-2019-1023
54,VIB-MJ-001,2,MAJOR,VIB,Vibration Monitoring,144,spindle_bearing_fault,M01,OP10,M01_Feb_2019_OP10_000,Vibration — ISO Zone C — Major Alert,P060,X-Axis Vibration RMS,mm/s,8.569,0.0,4.5,0.0,11.2,"{""P060"": 8.569, ""P061"": 0.671, ""P062"": 0.162, ""P063"": 2.292, ""P001"": 4464.948, ""P002"": 36.532}",Stop current operation. Machine must be inspected before resuming production.,VIB-CR-001|SPN-MJ-002|VIB-SR-001,441.66,283.681,1113.766,4.746,8.046,bosch_real_fault,CMP-2019-1023
55,SPN-SR-003,3,SERIOUS,SPN,Spindle Drive System,128,spindle_bearing_fault,M01,OP10,M01_Feb_2019_OP10_001,Bearing Kurtosis Threshold — Defect Initiation Detected,P004,Spindle Bearing Vibration,mm/s,4.153,0.0,4.5,0.0,11.2,"{""P004"": 4.153, ""P064"": 4.833, ""P001"": 7780.35, ""P002"": 3.391}",Complete current cycle then stop. Schedule maintenance within 4 hours.,SPN-MJ-002|SPN-CR-001|VIB-WN-060,440.478,280.373,1106.515,5.256,8.138,bosch_real_fault,CMP-2019-1024
56,SPN-MJ-005,2,MAJOR,SPN,Spindle Drive System,128,spindle_bearing_fault,M01,OP10,M01_Feb_2019_OP10_002,Spindle Drive Thermal Overcurrent,P002,Spindle Load,%,94.5,0.0,85.0,0.0,105.0,"{""P002"": 94.5, ""P003"": 25.654, ""P005"": 93.614, ""P001"": 7084.664, ""P004"": 1.829}",Stop current operation. Machine must be inspected before resuming production.,SPN-CR-002|THM-MD-001|SPN-MJ-001,439.522,274.092,1107.606,4.81,8.132,bosch_real_fault,CMP-2019-1025
57,VIB-MJ-001,2,MAJOR,VIB,Vibration Monitoring,144,spindle_bearing_fault,M01,OP10,M01_Feb_2019_OP10_002,Vibration — ISO Zone C — Major Alert,P060,X-Axis Vibration RMS,mm/s,8.428,0.0,4.5,0.0,11.2,"{""P060"": 8.428, ""P061"": 0.695, ""P062"": 4.184, ""P063"": 4.026, ""P001"": 7812.028, ""P002"": 68.916}",Stop current operation. Machine must be inspected before resuming production.,VIB-CR-001|SPN-MJ-002|VIB-SR-001,439.522,274.092,1107.606,4.81,8.132,bosch_real_fault,CMP-2019-1025
58,SPN-MJ-003,2,MAJOR,SPN,Spindle Drive System,128,tool_wear,M01,OP11,M01_Feb_2019_OP11_000,Spindle Load Anomaly — Possible Tool Breakage,P002,Spindle Load,%,97.4,0.0,85.0,0.0,105.0,"{""P002"": 97.4, ""P005"": 39.862, ""P001"": 7453.445, ""P003"": 64.123, ""P004"": 3.888}",Stop current operation. Machine must be inspected before resuming production.,CLS-SR-001|SPN-WN-004|TCS-MD-001,353.235,265.967,1067.367,6.33,10.208,bosch_real_fault,CMP-2019-1026
59,SPN-SR-001,3,SERIOUS,SPN,Spindle Drive System,128,tool_wear,M01,OP11,M01_Feb_2019_OP11_000,Spindle Load Gradually Increasing — Tool Wear Trend,P002,Spindle Load,%,86.0,0.0,85.0,0.0,105.0,"{""P002"": 86.0, ""P005"": 32.017, ""P001"": 6320.259, ""P003"": 25.945, ""P004"": 3.925}",Complete current cycle then stop. Schedule maintenance within 4 hours.,SPN-MJ-003|SPN-WN-004|TCS-MD-001,353.235,265.967,1067.367,6.33,10.208,bosch_real_fault,CMP-2019-1026
60,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M01,OP11,M01_Feb_2019_OP11_001,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,66.8,0.0,85.0,0.0,105.0,"{""P002"": 66.8, ""P005"": 55.236, ""P001"": 2511.008, ""P003"": 63.744}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,351.917,272.288,1067.571,6.476,10.188,bosch_real_fault,CMP-2019-1027
61,SPN-SR-001,3,SERIOUS,SPN,Spindle Drive System,128,tool_wear,M01,OP11,M01_Feb_2019_OP11_001,Spindle Load Gradually Increasing — Tool Wear Trend,P002,Spindle Load,%,76.1,0.0,85.0,0.0,105.0,"{""P002"": 76.1, ""P005"": 2.84, ""P001"": 1625.725, ""P003"": 38.054, ""P004"": 3.89}",Complete current cycle then stop. Schedule maintenance within 4 hours.,SPN-MJ-003|SPN-WN-004|TCS-MD-001,351.917,272.288,1067.571,6.476,10.188,bosch_real_fault,CMP-2019-1027
62,SPN-MN-001,5,MINOR,SPN,Spindle Drive System,128,tool_wear,M01,OP11,M01_Feb_2019_OP11_002,Spindle Load — Upper Advisory Threshold,P002,Spindle Load,%,57.7,0.0,85.0,0.0,105.0,"{""P002"": 57.7, ""P001"": 5468.193, ""P003"": 66.401}",Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,SPN-MD-001|SPN-SR-001,350.625,248.183,1063.739,6.54,10.368,bosch_real_fault,CMP-2019-1028
63,VIB-MD-001,4,MODERATE,VIB,Vibration Monitoring,144,tool_wear,M01,OP11,M01_Feb_2019_OP11_002,Crest Factor — Elevated Above Baseline,P063,Vibration Crest Factor,-,3.798,1.0,4.5,0.0,12.0,"{""P063"": 3.798, ""P064"": 2.569, ""P001"": 7028.603, ""P002"": 22.203}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-003|VIB-SR-001,350.625,248.183,1063.739,6.54,10.368,bosch_real_fault,CMP-2019-1028
64,SPN-WN-004,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M01,OP11,M01_Feb_2021_OP11_000,Spindle Load Variance — Increased Part-to-Part Variation,P002,Spindle Load,%,60.2,0.0,85.0,0.0,105.0,"{""P002"": 60.2, ""P001"": 2830.928, ""P003"": 63.254}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|CLS-WN-001,352.137,356.02,1059.055,6.245,8.703,bosch_real_fault,CMP-2021-1029
65,SPN-MJ-003,2,MAJOR,SPN,Spindle Drive System,128,tool_wear,M01,OP11,M01_Feb_2021_OP11_000,Spindle Load Anomaly — Possible Tool Breakage,P002,Spindle Load,%,95.6,0.0,85.0,0.0,105.0,"{""P002"": 95.6, ""P005"": 118.108, ""P001"": 1013.602, ""P003"": 69.473, ""P004"": 0.855}",Stop current operation. Machine must be inspected before resuming production.,CLS-SR-001|SPN-WN-004|TCS-MD-001,352.137,356.02,1059.055,6.245,8.703,bosch_real_fault,CMP-2021-1029
66,SPN-MD-001,4,MODERATE,SPN,Spindle Drive System,128,tool_wear,M01,OP11,M01_Feb_2021_OP11_000,Spindle Load — Elevated Baseline,P002,Spindle Load,%,60.6,0.0,85.0,0.0,105.0,"{""P002"": 60.6, ""P005"": 52.327, ""P001"": 4207.371, ""P003"": 64.358}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-001|SPN-WN-004,352.137,356.02,1059.055,6.245,8.703,bosch_real_fault,CMP-2021-1029
67,LUB-CR-001,1,CRITICAL,LUB,Lubrication System,136,actuator_fault,M01,OP12,M01_Feb_2019_OP12_000,Lubrication System Failure — Machine Stopped,P040,Lubrication Oil Pressure,bar,5.708,2.0,4.5,0.5,6.0,"{""P040"": 5.708, ""P041"": 30.248, ""P001"": 5347.478, ""P002"": 28.067}",Immediate machine stop. Do not restart without authorised technician inspection.,LUB-MJ-001|AXS-SR-002|LUB-SR-001,400.379,274.533,1084.858,5.282,9.463,bosch_real_fault,CMP-2019-1030
68,LUB-MJ-001,2,MAJOR,LUB,Lubrication System,136,actuator_fault,M01,OP12,M01_Feb_2019_OP12_000,Lubrication Pump — No Flow Confirmation,P040,Lubrication Oil Pressure,bar,5.241,2.0,4.5,0.5,6.0,"{""P040"": 5.241, ""P042"": 2.196, ""P001"": 5786.059, ""P002"": 25.527}",Stop current operation. Machine must be inspected before resuming production.,LUB-CR-001|LUB-SR-001,400.379,274.533,1084.858,5.282,9.463,bosch_real_fault,CMP-2019-1030
69,AXS-MJ-001,2,MAJOR,AXS,Axis Servo System,130,actuator_fault,M01,OP12,M01_Feb_2019_OP12_000,Axis Following Error — Major Limit,P016,Axis Following Error,mm,1.011,0.0,0.05,0.0,2.0,"{""P016"": 1.011, ""P010"": -0.002, ""P011"": -0.002, ""P012"": -0.004, ""P001"": 1105.574, ""P002"": 35.738}",Stop current operation. Machine must be inspected before resuming production.,AXS-CR-001|AXS-SR-001|LUB-MD-001,400.379,274.533,1084.858,5.282,9.463,bosch_real_fault,CMP-2019-1030
70,LUB-CR-001,1,CRITICAL,LUB,Lubrication System,136,actuator_fault,M01,OP12,M01_Feb_2019_OP12_001,Lubrication System Failure — Machine Stopped,P040,Lubrication Oil Pressure,bar,5.943,2.0,4.5,0.5,6.0,"{""P040"": 5.943, ""P041"": 71.164, ""P001"": 2477.504, ""P002"": 46.575}",Immediate machine stop. Do not restart without authorised technician inspection.,LUB-MJ-001|AXS-SR-002|LUB-SR-001,400.934,270.525,1081.498,4.978,9.38,bosch_real_fault,CMP-2019-1031
71,LUB-MJ-001,2,MAJOR,LUB,Lubrication System,136,actuator_fault,M01,OP12,M01_Feb_2019_OP12_001,Lubrication Pump — No Flow Confirmation,P040,Lubrication Oil Pressure,bar,5.1,2.0,4.5,0.5,6.0,"{""P040"": 5.1, ""P042"": 1.074, ""P001"": 3496.116, ""P002"": 49.299}",Stop current operation. Machine must be inspected before resuming production.,LUB-CR-001|LUB-SR-001,400.934,270.525,1081.498,4.978,9.38,bosch_real_fault,CMP-2019-1031
72,AXS-MJ-002,2,MAJOR,AXS,Axis Servo System,130,actuator_fault,M01,OP12,M01_Feb_2019_OP12_002,Servo Drive Thermal Warning — Overtemperature,P013,X-Axis Servo Current,A,21.729,0.0,18.0,0.0,25.0,"{""P013"": 21.729, ""P014"": 3.847, ""P015"": 10.41, ""P017"": 65.059, ""P001"": 6388.596, ""P002"": 14.424}",Stop current operation. Machine must be inspected before resuming production.,THM-MD-001|AXS-CR-002|ELC-MJ-001,401.566,256.225,1079.061,5.195,9.374,bosch_real_fault,CMP-2019-1032
73,TCS-CR-001,1,CRITICAL,TCS,Tool Change System,132,actuator_fault,M01,OP12,M01_Feb_2019_OP12_002,ATC Arm Collision — Emergency Stop,P020,Tool Magazine Position,slot,30.7,1.0,30.0,0.0,31.0,"{""P020"": 30.7, ""P021"": 65.309, ""P022"": 5.082, ""P001"": 2747.987, ""P002"": 69.566}",Immediate machine stop. Do not restart without authorised technician inspection.,SPN-CR-003|TCS-MJ-001|HYD-MJ-001,401.566,256.225,1079.061,5.195,9.374,bosch_real_fault,CMP-2019-1032
74,LUB-CR-001,1,CRITICAL,LUB,Lubrication System,136,actuator_fault,M01,OP12,M01_Feb_2019_OP12_002,Lubrication System Failure — Machine Stopped,P040,Lubrication Oil Pressure,bar,5.877,2.0,4.5,0.5,6.0,"{""P040"": 5.877, ""P041"": 75.46, ""P001"": 1874.661, ""P002"": 16.926}",Immediate machine stop. Do not restart without authorised technician inspection.,LUB-MJ-001|AXS-SR-002|LUB-SR-001,401.566,256.225,1079.061,5.195,9.374,bosch_real_fault,CMP-2019-1032
75,AXS-CR-001,1,CRITICAL,AXS,Axis Servo System,130,actuator_fault,M01,OP14,M01_Feb_2019_OP14_000,Axis Following Error — Emergency Stop,P016,Axis Following Error,mm,1.553,0.0,0.05,0.0,2.0,"{""P016"": 1.553, ""P010"": -0.0, ""P011"": 0.007, ""P012"": -0.009, ""P001"": 3374.084, ""P002"": 53.53}",Immediate machine stop. Do not restart without authorised technician inspection.,AXS-MJ-001|AXS-MJ-002|CNC-CR-001,471.237,371.287,1158.336,4.626,6.37,bosch_real_fault,CMP-2019-1033
76,CLS-MJ-001,2,MAJOR,CLS,Coolant System,134,process_anomaly,M02,OP00,M02_Feb_2021_OP00_000,Coolant Overtemperature,P031,Coolant Temperature,°C,40.483,15.0,35.0,5.0,45.0,"{""P031"": 40.483, ""P030"": 21.1, ""P001"": 5282.858, ""P002"": 0.471}",Stop current operation. Machine must be inspected before resuming production.,CLS-CR-001|THM-MD-001,497.784,313.216,1231.296,5.151,6.48,bosch_real_fault,CMP-2021-1034
77,SPN-MD-001,4,MODERATE,SPN,Spindle Drive System,128,tool_wear,M02,OP01,M02_Aug_2019_OP01_000,Spindle Load — Elevated Baseline,P002,Spindle Load,%,65.1,0.0,85.0,0.0,105.0,"{""P002"": 65.1, ""P005"": 96.493, ""P001"": 5597.703, ""P003"": 45.55}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-001|SPN-WN-004,435.308,187.655,1053.919,4.509,6.375,bosch_real_fault,CMP-2019-1035
78,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP01,M02_Feb_2019_OP01_000,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,56.1,0.0,85.0,0.0,105.0,"{""P002"": 56.1, ""P005"": 96.17, ""P001"": 5373.864, ""P003"": 74.334}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,440.934,197.463,1066.36,4.438,6.17,bosch_real_fault,CMP-2019-1036
79,SPN-MD-001,4,MODERATE,SPN,Spindle Drive System,128,tool_wear,M02,OP01,M02_Feb_2019_OP01_000,Spindle Load — Elevated Baseline,P002,Spindle Load,%,74.7,0.0,85.0,0.0,105.0,"{""P002"": 74.7, ""P005"": 114.005, ""P001"": 7142.265, ""P003"": 53.696}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-001|SPN-WN-004,440.934,197.463,1066.36,4.438,6.17,bosch_real_fault,CMP-2019-1036
80,SPN-MJ-003,2,MAJOR,SPN,Spindle Drive System,128,tool_wear,M02,OP01,M02_Feb_2019_OP01_000,Spindle Load Anomaly — Possible Tool Breakage,P002,Spindle Load,%,97.3,0.0,85.0,0.0,105.0,"{""P002"": 97.3, ""P005"": 60.573, ""P001"": 6661.496, ""P003"": 50.133, ""P004"": 4.037}",Stop current operation. Machine must be inspected before resuming production.,CLS-SR-001|SPN-WN-004|TCS-MD-001,440.934,197.463,1066.36,4.438,6.17,bosch_real_fault,CMP-2019-1036
81,VIB-MD-001,4,MODERATE,VIB,Vibration Monitoring,144,tool_wear,M02,OP01,M02_Feb_2019_OP01_001,Crest Factor — Elevated Above Baseline,P063,Vibration Crest Factor,-,4.239,1.0,4.5,0.0,12.0,"{""P063"": 4.239, ""P064"": 4.6, ""P001"": 2290.76, ""P002"": 66.102}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-003|VIB-SR-001,442.046,200.006,1066.279,4.357,6.134,bosch_real_fault,CMP-2019-1037
82,SPN-WN-003,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP01,M02_Feb_2019_OP01_001,Tool Life Counter — Approaching Limit,P002,Spindle Load,%,56.9,0.0,85.0,0.0,105.0,"{""P002"": 56.9, ""P005"": 28.71, ""P001"": 3574.993, ""P003"": 59.245}",Log event. No immediate action required. Review at end of shift.,SPN-WN-001|TCS-NC-001,442.046,200.006,1066.279,4.357,6.134,bosch_real_fault,CMP-2019-1037
83,SPN-WN-001,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP01,M02_Feb_2019_OP01_001,Spindle Load — Tool Life 80% Consumed,P002,Spindle Load,%,49.5,0.0,85.0,0.0,105.0,"{""P002"": 49.5, ""P001"": 2753.196, ""P003"": 69.116}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|TCS-MD-001,442.046,200.006,1066.279,4.357,6.134,bosch_real_fault,CMP-2019-1037
84,SPN-WN-001,6,WARNING,SPN,Spindle Drive System,128,tool_wear,M02,OP02,M02_Feb_2019_OP02_000,Spindle Load — Tool Life 80% Consumed,P002,Spindle Load,%,47.0,0.0,85.0,0.0,105.0,"{""P002"": 47.0, ""P001"": 3125.979, ""P003"": 28.404}",Log event. No immediate action required. Review at end of shift.,SPN-MN-001|TCS-MD-001,414.132,378.569,1083.478,5.211,8.034,bosch_real_fault,CMP-2019-1038
85,SPN-SR-001,3,SERIOUS,SPN,Spindle Drive System,128,tool_wear,M02,OP02,M02_Feb_2019_OP02_001,Spindle Load Gradually Increasing — Tool Wear Trend,P002,Spindle Load,%,79.3,0.0,85.0,0.0,105.0,"{""P002"": 79.3, ""P005"": 39.706, ""P001"": 3780.802, ""P003"": 23.425, ""P004"": 3.748}",Complete current cycle then stop. Schedule maintenance within 4 hours.,SPN-MJ-003|SPN-WN-004|TCS-MD-001,412.999,377.46,1081.531,5.179,8.055,bosch_real_fault,CMP-2019-1039
86,AXS-MN-002,5,MINOR,AXS,Axis Servo System,130,chatter_vibration,M02,OP03,M02_Feb_2021_OP03_000,Axis Vibration — Minor Threshold,P060,X-Axis Vibration RMS,mm/s,3.599,0.0,4.5,0.0,11.2,"{""P060"": 3.599, ""P061"": 3.445, ""P062"": 1.712, ""P001"": 146.579, ""P002"": 29.899}",Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,SPN-MJ-004|AXS-SR-001,370.576,385.985,1068.509,5.629,8.731,bosch_real_fault,CMP-2021-1040
87,SPN-MJ-004,2,MAJOR,SPN,Spindle Drive System,128,chatter_vibration,M02,OP03,M02_Feb_2021_OP03_000,Regenerative Chatter — Stability Limit Exceeded,P060,X-Axis Vibration RMS,mm/s,8.694,0.0,4.5,0.0,11.2,"{""P060"": 8.694, ""P061"": 3.841, ""P062"": 4.29, ""P063"": 2.467, ""P001"": 6005.374, ""P002"": 46.421}",Stop current operation. Machine must be inspected before resuming production.,VIB-WN-060|SPN-MJ-002|AXS-MN-002,370.576,385.985,1068.509,5.629,8.731,bosch_real_fault,CMP-2021-1040
88,SPN-MJ-005,2,MAJOR,SPN,Spindle Drive System,128,spindle_bearing_fault,M02,OP04,M02_Aug_2019_OP04_000,Spindle Drive Thermal Overcurrent,P002,Spindle Load,%,94.6,0.0,85.0,0.0,105.0,"{""P002"": 94.6, ""P003"": 46.71, ""P005"": 46.663, ""P001"": 5384.102, ""P004"": 3.592}",Stop current operation. Machine must be inspected before resuming production.,SPN-CR-002|THM-MD-001|SPN-MJ-001,442.778,251.335,1061.144,4.905,6.825,bosch_real_fault,CMP-2019-1041
89,VIB-MN-001,5,MINOR,VIB,Vibration Monitoring,144,tool_wear,M02,OP04,M02_Aug_2019_OP04_000,Kurtosis Index — Rising Trend,P064,Kurtosis Index,-,4.384,2.5,5.0,0.0,25.0,"{""P064"": 4.384, ""P001"": 6739.995, ""P002"": 78.161}",Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,VIB-MD-001|SPN-SR-003,442.778,251.335,1061.144,4.905,6.825,bosch_real_fault,CMP-2019-1041
90,SPN-MJ-001,2,MAJOR,SPN,Spindle Drive System,128,spindle_bearing_fault,M02,OP04,M02_Aug_2019_OP04_000,Spindle Motor Overtemperature,P003,Spindle Motor Temperature,°C,88.884,20.0,75.0,0.0,95.0,"{""P003"": 88.884, ""P001"": 4319.577, ""P002"": 77.089, ""P004"": 2.664, ""P005"": 79.56}",Stop current operation. Machine must be inspected before resuming production.,SPN-CR-002|THM-WN-070|SPN-MN-006,442.778,251.335,1061.144,4.905,6.825,bosch_real_fault,CMP-2019-1041
91,VIB-SR-001,3,SERIOUS,VIB,Vibration Monitoring,144,chatter_vibration,M02,OP04,M02_Feb_2019_OP04_000,Vibration — ISO Zone B Upper — Elevated,P060,X-Axis Vibration RMS,mm/s,3.947,0.0,4.5,0.0,11.2,"{""P060"": 3.947, ""P061"": 2.078, ""P062"": 0.226, ""P001"": 3094.921, ""P002"": 17.991}",Complete current cycle then stop. Schedule maintenance within 4 hours.,VIB-MJ-001|SPN-SR-003|AXS-SR-001,453.937,359.892,1139.528,4.844,6.297,bosch_real_fault,CMP-2019-1042
92,VIB-MJ-001,2,MAJOR,VIB,Vibration Monitoring,144,spindle_bearing_fault,M02,OP04,M02_Feb_2019_OP04_002,Vibration — ISO Zone C — Major Alert,P060,X-Axis Vibration RMS,mm/s,8.948,0.0,4.5,0.0,11.2,"{""P060"": 8.948, ""P061"": 1.252, ""P062"": 4.28, ""P063"": 2.475, ""P001"": 6695.796, ""P002"": 39.976}",Stop current operation. Machine must be inspected before resuming production.,VIB-CR-001|SPN-MJ-002|VIB-SR-001,451.137,363.808,1140.257,4.91,6.361,bosch_real_fault,CMP-2019-1043
93,VIB-SR-001,3,SERIOUS,VIB,Vibration Monitoring,144,chatter_vibration,M02,OP04,M02_Feb_2019_OP04_002,Vibration — ISO Zone B Upper — Elevated,P060,X-Axis Vibration RMS,mm/s,4.499,0.0,4.5,0.0,11.2,"{""P060"": 4.499, ""P061"": 0.234, ""P062"": 4.284, ""P001"": 1871.355, ""P002"": 5.833}",Complete current cycle then stop. Schedule maintenance within 4 hours.,VIB-MJ-001|SPN-SR-003|AXS-SR-001,451.137,363.808,1140.257,4.91,6.361,bosch_real_fault,CMP-2019-1043
94,SPN-CR-001,1,CRITICAL,SPN,Spindle Drive System,128,spindle_bearing_fault,M02,OP05,M02_Feb_2019_OP05_000,Spindle Bearing Catastrophic Failure,P001,Spindle Speed,RPM,8487.0,100.0,8000.0,0.0,8500.0,"{""P001"": 8487, ""P003"": 30.965, ""P004"": 0.092, ""P005"": 18.286, ""P002"": 10.729, ""P006"": 0.017}",Immediate machine stop. Do not restart without authorised technician inspection.,SPN-MJ-002|VIB-WN-060|VIB-MN-061,327.16,108.899,1065.626,5.685,10.219,bosch_real_fault,CMP-2019-1044
95,VIB-SR-001,3,SERIOUS,VIB,Vibration Monitoring,144,chatter_vibration,M02,OP05,M02_Feb_2019_OP05_000,Vibration — ISO Zone B Upper — Elevated,P060,X-Axis Vibration RMS,mm/s,4.333,0.0,4.5,0.0,11.2,"{""P060"": 4.333, ""P061"": 0.981, ""P062"": 3.148, ""P001"": 6158.495, ""P002"": 14.262}",Complete current cycle then stop. Schedule maintenance within 4 hours.,VIB-MJ-001|SPN-SR-003|AXS-SR-001,327.16,108.899,1065.626,5.685,10.219,bosch_real_fault,CMP-2019-1044
96,VIB-MN-001,5,MINOR,VIB,Vibration Monitoring,144,tool_wear,M02,OP05,M02_Feb_2019_OP05_000,Kurtosis Index — Rising Trend,P064,Kurtosis Index,-,4.281,2.5,5.0,0.0,25.0,"{""P064"": 4.281, ""P001"": 6008.613, ""P002"": 9.735}",Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,VIB-MD-001|SPN-SR-003,327.16,108.899,1065.626,5.685,10.219,bosch_real_fault,CMP-2019-1044
97,SPN-SR-003,3,SERIOUS,SPN,Spindle Drive System,128,spindle_bearing_fault,M02,OP05,M02_Feb_2019_OP05_001,Bearing Kurtosis Threshold — Defect Initiation Detected,P004,Spindle Bearing Vibration,mm/s,3.922,0.0,4.5,0.0,11.2,"{""P004"": 3.922, ""P064"": 2.564, ""P001"": 2564.462, ""P002"": 57.575}",Complete current cycle then stop. Schedule maintenance within 4 hours.,SPN-MJ-002|SPN-CR-001|VIB-WN-060,328.562,114.718,1065.81,5.825,10.17,bosch_real_fault,CMP-2019-1045
98,SPN-MD-001,4,MODERATE,SPN,Spindle Drive System,128,tool_wear,M02,OP07,M02_Aug_2019_OP07_000,Spindle Load — Elevated Baseline,P002,Spindle Load,%,64.6,0.0,85.0,0.0,105.0,"{""P002"": 64.6, ""P005"": 71.052, ""P001"": 6661.516, ""P003"": 33.357}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-001|SPN-WN-004,515.559,402.538,1089.907,3.788,4.863,bosch_real_fault,CMP-2019-1046
99,SPN-MN-001,5,MINOR,SPN,Spindle Drive System,128,tool_wear,M02,OP07,M02_Aug_2019_OP07_000,Spindle Load — Upper Advisory Threshold,P002,Spindle Load,%,63.2,0.0,85.0,0.0,105.0,"{""P002"": 63.2, ""P001"": 2482.503, ""P003"": 57.634}",Log fault. Monitor parameters. Schedule inspection at next planned maintenance.,SPN-MD-001|SPN-SR-001,515.559,402.538,1089.907,3.788,4.863,bosch_real_fault,CMP-2019-1046
100,SPN-MJ-003,2,MAJOR,SPN,Spindle Drive System,128,tool_wear,M02,OP07,M02_Feb_2019_OP07_000,Spindle Load Anomaly — Possible Tool Breakage,P002,Spindle Load,%,95.1,0.0,85.0,0.0,105.0,"{""P002"": 95.1, ""P005"": 51.405, ""P001"": 3027.51, ""P003"": 47.828, ""P004"": 1.536}",Stop current operation. Machine must be inspected before resuming production.,CLS-SR-001|SPN-WN-004|TCS-MD-001,495.933,307.33,1094.209,3.884,5.194,bosch_real_fault,CMP-2019-1047
101,VIB-MD-001,4,MODERATE,VIB,Vibration Monitoring,144,tool_wear,M02,OP07,M02_Feb_2019_OP07_001,Crest Factor — Elevated Above Baseline,P063,Vibration Crest Factor,-,3.905,1.0,4.5,0.0,12.0,"{""P063"": 3.905, ""P064"": 3.405, ""P001"": 7143.443, ""P002"": 39.078}",Log fault. Schedule maintenance within 24 hours. Reduce feed rate by 20%.,SPN-SR-003|VIB-SR-001,492.775,298.998,1092.535,4.312,5.278,bosch_real_fault,CMP-2019-1048
